Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
Pasta,Red Sauce Pasta,190,A delicious pasta covered in a fiery red sauce topped with gooey cheese,Veg,3.7,11
Pasta,Tandoori Cheesy Pasta,220,Pasta cooked with along with capsicum onion mushroom jalapenos with chef special tandoori sauce coated with gooey cheese,Veg,3.7,11
Garlic Breads,Veggie 99 Garlic Bread,150,Veggie 99 Garlic Bread,Veg,3.7,11
Garlic Breads,Cheese Paneer Garlic Bread,150,Cheese Paneer Garlic Bread,Veg,3.7,11
Garlic Breads,99 Spicy Veggie Garlic Bread,150,99 Spicy Veggie Garlic Bread,Veg,3.7,11
Garlic Breads,Club 99 Garlic Bread,150,Club 99 Garlic Bread,Veg,3.7,11
Garlic Breads,Farm 99 Garlic Bread,150,Farm 99 Garlic Bread,Veg,3.7,11
Maggi,Maggi Paneer,70,Maggi Paneer,Veg,3.7,11
Maggi,Mayonnaise Maggi,80,Mayonnaise Maggi,Veg,3.7,11
Maggi,Mushroom Maggi,85,Mushroom Maggi,Veg,3.7,11
Maggi,Maggi 2 Pyaza,80,Maggi 2 Pyaza,Veg,3.7,11
Maggi,Maggi Butter Masala,85,Maggi Butter Masala,Veg,3.7,11
Maggi,Maggi Cheese,80,Maggi Cheese,Veg,3.7,11
Maggi,Maggi Herbs,55,Maggi Herbs,Veg,3.7,11
Maggi,Sweetcorn Maggi,80,Sweetcorn Maggi,Veg,3.7,11
Desert,Choco Lava Cake,99,Choco Lava Cake,Veg,3.7,11
Mocktails,Virgin Mojito,90,300 Ml with sealed pack free bottle,Veg,3.7,11
Mocktails,Chilli Guava,110,Chilli Guava,Veg,3.7,11
Mocktails,Cola Masala,80,300 Ml with sealed pack free bottle,Veg,3.7,11
Mocktails,Blue Chilli,110,Blue Chilli,Veg,3.7,11
Mocktails,Blue Curacao,90,300 Ml with sealed pack free bottle,Veg,3.7,11
Mocktails,Green Apple Mojito,90,Green Apple Mojito,Veg,3.7,11
Mocktails,Mint Cola,50,300 Ml with sealed pack free bottle,Veg,3.7,11
Mocktails,Orange Masala,80,300 Ml with sealed pack free bottle,Veg,3.7,11
Mocktails,Spicy Lemon Mojito,90,Spicy Lemon Mojito,Veg,3.7,11
Mocktails,Sprite Masala,80,300 Ml with sealed pack free bottle,Veg,3.7,11
Biryani Special,Egg Biryani,190,Egg Biryani,Non-veg,3.5,12
Biryani Special,Biryani With Soya Chaap,90,Biryani With Soya Chaap,Veg,3.5,12
Biryani Special,Paneer Biryani,80,Paneer Biryani,Veg,3.5,12
Biryani Special,Veg Biryani,60,Veg Biryani,Veg,3.5,12
Combo For Buddy,"Veg Double Pizza 7"" + Coke 250 Ml",119,"Veg Double Pizza 7"" + Coke 250 Ml",Veg,3.5,12
Combo For Buddy,Veg Loded Pizza [7 Inch ] + Coke 250 Ml,130,Veg Loded Pizza [7 Inch ] + Coke 250 Ml,Veg,3.5,12
None,Combo For 4 Pizza [2 Veg Double + 2 Veg Singel Pizza] + Coke 750 Ml,370,Combo For 4 Pizza [2 Veg Double + 2 Veg Singel Pizza] + Coke 750 Ml,Veg,3.5,12
None,Combo For 4 Pizza [Ve Double Pizza 7 Inches] + Coke 750 Ml,425,"Onion Capsicum Pizza [ 7 Inch ],Onion Corn Pizza [ 7 Inch ],Paneer Onion Pizza [ 7 Inch ],Tomato Corn Pizza [ 7 Inch ]",Veg,3.5,12
None,Combo For 4 Pizza [Veg Single Pizza 7 Inches ] + Coke 750 Ml,315,"Capsicum Pizza [ 7 Inch ],Corn Pizza [ 7 Inch ],Onion Pizza [ 7 Inch ],Tomato Pizza [ 7 Inch ]",Veg,3.5,12
Pizza Slice Special Offer,Veg Single Pizza + Coke 250 Ml,99,Veg Single Pizza + Coke 250 Ml,Veg,3.5,12
Pizza Slice Special Offer,Cheese Burger + Veg Roll + Coke 250 Ml,99,Cheese Burger + Veg Roll + Coke 250 Ml,Veg,3.5,12
Pizza Slice Special Offer,Veg Biryani Half + Coke 250 Ml,99,Veg Biryani Half + Coke 250 Ml,Veg,3.5,12
Pizza Slice Special Offer,Veg Swandwich + Paneer Roll + Coke 250 Ml,99,Veg Swandwich + Paneer Roll + Coke 250 Ml,Veg,3.5,12
Sandwich Special,Aloo Sandwich,50,Aloo Sandwich,Veg,3.5,12
Sandwich Special,Chees Sandwich,60,Chees Sandwich,Veg,3.5,12
Sandwich Special,Garlic Sandwich,65,Garlic Sandwich,Veg,3.5,12
Sandwich Special,Veg Sandwich,35,Veg Sandwich,Veg,3.5,12
None,Margherita Pizza [7 Inch ],99,Pizza Sauce & Cheese,Veg,3.5,12
None,Margherita Pizza [10 Inch ],190,Pizza Sauce & Cheese,Veg,3.5,12
None,Margherita Pizza [13 Inch ],295,Pizza Sauce & Cheese,Veg,3.5,12
None,Cheese Corn Bite [13 Inch ],480,Cheese & Corn,Veg,3.5,12
None,Cheese Corn Bite [10 Inch ],295,Cheese & Corn,Veg,3.5,12
None,Cheese Corn Bite [7 Inch ],155,Cheese & Corn,Veg,3.5,12
None,Cuntry Feast [13 Inch ],480,"Onion,Capsicum,Tomato",Veg,3.5,12
None,Cuntry Feast [10 Inch ],295,"Onion,Capsicum,Tomato",Veg,3.5,12
None,Cuntry Feast [7 Inch ],155,"Onion,Capsicum,Tomato",Veg,3.5,12
None,Double Cheese Pizza [7 Inch ],155,Loaded With Extra Cheese,Veg,3.5,12
None,Double Cheese Pizza [10 Inch ],295,Loaded With Extra Cheese,Veg,3.5,12
None,Double Cheese Pizza [13 Inch ],480,Loaded With Extra Cheese,Veg,3.5,12
None,Two Love Veggie Pizza [7 Inch ],155,Onion With Capsicum,Veg,3.5,12
None,Two Love Veggie Pizza [10 Inch ],295,Onion With Capsicum,Veg,3.5,12
None,Two Love Veggie Pizza [13 Inch ],480,Onion With Capsicum,Veg,3.5,12
None,Achari Do Pyaza Pizza [7 Inch ],165,Tangy & Spicy Achari Flavours On A Superb Cheesy Onion,Veg,3.5,12
None,Achari Do Pyaza Pizza [10 Inch ],305,Tangy & Spicy Achari Flavours On A Superb Cheesy Onion,Veg,3.5,12
None,Achari Do Pyaza Pizza [13 Inch ],495,Tangy & Spicy Achari Flavours On A Superb Cheesy Onion,Veg,3.5,12
None,Moroccan Spice Pasta Pizza [7 Inch ],165,A Pizza Loded With Harissa & Delicious Pasta,Veg,3.5,12
None,Moroccan Spice Pasta Pizza [10 Inch ],305,A Pizza Loded With Harissa & Delicious Pasta,Veg,3.5,12
None,Moroccan Spice Pasta Pizza [13 Inch ],495,A Pizza Loded With Harissa & Delicious Pasta,Veg,3.5,12
None,Creamy Tomato Pasta Pizza [7 Inch ],199,CREAMY TAMATO PASTA & CAPSICUM RED PEPRIKA &BLACK OLIVE,Veg,3.5,12
None,Creamy Tomato Pasta Pizza [10 Inch ],365,CREAMY TAMATO PASTA & CAPSICUM RED PEPRIKA &BLACK OLIVE,Veg,3.5,12
None,Creamy Tomato Pasta Pizzage [13 Inch ],575,CREAMY TAMATO PASTA & CAPSICUM RED PEPRIKA &BLACK OLIVE,Veg,3.5,12
None,Farm Fresh Pizza [7 Inch ],199,"Onion,Capsicum,Toamato & Mushroom",Veg,3.5,12
None,Farm Fresh Pizza [10 Inch ],365,"Onion,Capsicum,Toamato & Mushroom",Veg,3.5,12
None,Farm Fresh Pizza [13 Inch ],575,"Onion,Capsicum,Toamato & Mushroom",Veg,3.5,12
None,Just Veggie Pizza [7 Inch ],199,"Onion, Capsicum, Fresh Tomato, Corn",Veg,3.5,12
None,Just Veggie Pizza [10 Inch ],365,"Onion, Capsicum, Fresh Tomato, Corn",Veg,3.5,12
None,Just Veggie Pizza [13 Inch ],575,"Onion, Capsicum, Fresh Tomato, Corn",Veg,3.5,12
None,Mexican Veg Pizza [7 Inch ],199,"Capsicum, Tomato, Jalapeno, Mexican Herbs",Veg,3.5,12
None,Mexican Veg Pizza [10 Inch ],365,"Capsicum, Tomato, Jalapeno, Mexican Herbs",Veg,3.5,12
None,Mexican Veg Pizza [13 Inch ],575,"Capsicum, Tomato, Jalapeno, Mexican Herbs",Veg,3.5,12
None,Paneer Veg Makhani Pizza [7 Inch ],199,"Makhani Sauce, Paneer & Capsicum",Veg,3.5,12
None,Paneer Veg Makhani Pizza [10 Inch ],365,"Makhani Sauce, Paneer & Capsicum",Veg,3.5,12
None,Paneer Veg Makhani Pizza [13 Inch ],575,"Makhani Sauce, Paneer & Capsicum",Veg,3.5,12
None,Tandoori Paneer Pizza [7 Inch ],199,"Tandoori Sauce, Paneer, Capsicum & Red Pepper",Veg,3.5,12
None,Tandoori Paneer Pizza [10 Inch ],365,"Tandoori Sauce, Paneer, Capsicum & Red Pepper",Veg,3.5,12
None,Tandoori Paneer Pizza [13 Inch ],575,"Tandoori Sauce, Paneer, Capsicum & Red Pepper",Veg,3.5,12
None,Veg Paradise Pizza [7 Inch ],199,"Capsicum, Corn, Red Pepper & Black Olive",Veg,3.5,12
None,Veg Paradise Pizza [10 Inch ],365,"Capsicum, Corn, Red Pepper & Black Olive",Veg,3.5,12
None,Veg Paradise Pizza [13 Inch ],575,"Capsicum, Corn, Red Pepper & Black Olive",Veg,3.5,12
None,Spice 5 Paper Pizza [7 Inch ],225,"Capsicum, Black Olive, Paneer, Red & Yellow Bell Papper & Extra Cheese",Veg,3.5,12
None,Spice 5 Paper Pizza [10 Inch ],435,"Capsicum, Black Olive, Paneer, Red & Yellow Bell Papper & Extra Cheese",Veg,3.5,12
None,Spice 5 Paper Pizza [13 Inch ],675,"Capsicum, Black Olive, Paneer, Red & Yellow Bell Papper & Extra Cheese",Veg,3.5,12
None,Veg Delux Pizza [7 Inch ],225,"Capsicum, Onion, Mashroom, Corn & Paneer",Veg,3.5,12
None,Veg Delux Pizza [10 Inch ],435,"Capsicum, Onion, Mashroom, Corn & Paneer",Veg,3.5,12
None,Veg Delux Pizza [13 Inch ],675,"Capsicum, Onion, Mashroom, Corn & Paneer",Veg,3.5,12
None,Creamy Tomato Pasta Pizza [Special ] [7 Inch ],235,Creamy Tomato Pasta Pizza [Special ] [7 Inch ],Veg,3.5,12
None,Creamy Tomato Pasta Pizza [Special ] [10 Inch ],445,Creamy Tomato Pasta Pizza [Special ] [10 Inch ],Veg,3.5,12
None,Creamy Tomato Pasta Pizza [Special ] [13 Inch ],685,Creamy Tomato Pasta Pizza [Special ] [13 Inch ],Veg,3.5,12
None,Chicken Sausage Pizza [7 Inch ],125,Cheese & Sausage,Non-veg,3.5,12
None,Chicken Sausage Pizza [10 Inch ],255,Cheese & Sausage,Non-veg,3.5,12
None,Chicken Sausage Pizza [13 Inch ],425,Cheese & Sausage,Non-veg,3.5,12
None,Chicken Love Pizza [7 Inch ],155,Onion & Salami Chicken,Non-veg,3.5,12
None,Chicken Love Pizza [10 Inch ],290,Onion & Salami Chicken,Non-veg,3.5,12
None,Chicken Love Pizza [13 Inch ],480,Onion & Salami Chicken,Non-veg,3.5,12
None,Hot & Spicy Chicken Pizza [7 Inch ],155,Red Papper & Spicy Chicken,Non-veg,3.5,12
None,Hot & Spicy Chicken Pizza [10 Inch ],290,Red Papper & Spicy Chicken,Non-veg,3.5,12
None,Hot & Spicy Chicken Pizza [13 Inch ],480,Red Papper & Spicy Chicken,Non-veg,3.5,12
None,Chicken Tikka Pizza [7 Inch ],185,"Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Chicken Tikka Pizza [10 Inch ],365,"Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Chicken Tikka Pizza [13 Inch ],570,"Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Tandoori Chicken Pizza [7 Inch ],185,"Tandoori Sauce, Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Tandoori Chicken Pizza [10 Inch ],365,"Tandoori Sauce, Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Tandoori Chicken Pizza [13 Inch ],570,"Tandoori Sauce, Onion, Capsicum & Chicken Tikka",Non-veg,3.5,12
None,Chicken Golden Delight Full Pizza [7 Inch ],215,"Golden Corn, BBQ Chicken & Extra Cheese",Non-veg,3.5,12
None,Chicken Golden Delight Full Pizza [10 Inch ],435,"Golden Corn, BBQ Chicken & Extra Cheese",Non-veg,3.5,12
None,Chicken Golden Delight Full Pizza [13 Inch ],675,"Golden Corn, BBQ Chicken & Extra Cheese",Non-veg,3.5,12
None,5 Star Delux Chicken Pizza [7 Inch ],275,"Onion, Capsicum, Mushroom, black Olives, Spicy Chicken, Barbeque Chicken",Non-veg,3.5,12
None,5 Star Delux Chicken Pizza [10 Inch ],535,"Onion, Capsicum, Mushroom, black Olives, Spicy Chicken, Barbeque Chicken",Non-veg,3.5,12
None,5 Star Delux Chicken Pizza [13 Inch ],785,"Onion, Capsicum, Mushroom, black Olives, Spicy Chicken, Barbeque Chicken",Non-veg,3.5,12
None,Chicken Supremo Pizza [7 Inch ],275,"Chicken Tikka, Chicken Sauce, Chicken Salami & Tandoori Chicken",Non-veg,3.5,12
None,Chicken Supremo Pizza [10 Inch ],535,"Chicken Tikka, Chicken Sauce, Chicken Salami & Tandoori Chicken",Non-veg,3.5,12
None,Chicken Supremo Pizza [13 Inch ],785,"Chicken Tikka, Chicken Sauce, Chicken Salami & Tandoori Chicken",Non-veg,3.5,12
None,Capsicum Pizza [ 7 Inch ],70,Capsicum Pizza [ 7 Inch ],Veg,3.5,12
None,Corn Pizza [ 7 Inch ],70,Corn Pizza [ 7 Inch ],Veg,3.5,12
None,Onion Pizza [ 7 Inch ],70,Onion Pizza [ 7 Inch ],Veg,3.5,12
None,Tomato Pizza [ 7 Inch ],70,Tomato Pizza [ 7 Inch ],Veg,3.5,12
None,Onion Capsicum Pizza [ 7 Inch ],95,Onion Capsicum Pizza [ 7 Inch ],Veg,3.5,12
None,Onion Corn Pizza [ 7 Inch ],95,Onion Corn Pizza [ 7 Inch ],Veg,3.5,12
None,Paneer Onion Pizza [ 7 Inch ],95,Paneer Onion Pizza [ 7 Inch ],Veg,3.5,12
None,Tomato Corn Pizza [ 7 Inch ],95,Tomato Corn Pizza [ 7 Inch ],Veg,3.5,12
None,Chilly & Mushroom [ 7 Inch ],120,Chilly & Mushroom [ 7 Inch ],Veg,3.5,12
None,Pineapple & Jelepeno [ 7 Inch ],120,Pineapple & Jelepeno [ 7 Inch ],Veg,3.5,12
None,Veg Loaded Pizza [ 7 Inch ],120,Veg Loaded Pizza [ 7 Inch ],Veg,3.5,12
None,Chicken Sausage Single Topping Pizza [ 7 Inch ],95,Chicken Sausage Single Topping Pizza [ 7 Inch ],Non-veg,3.5,12
None,Non Veg Loaded Pizza [ 7 Inch ],140,Chicken,Non-veg,3.5,12
None,Pepper Barbeque Chicken Pizza [ 7 Inch ],99,Pepper Barbeque Chicken Pizza [ 7 Inch ],Non-veg,3.5,12
None,Cheese Burger,49,Cheese Burger,Veg,3.5,12
None,Paneer Burger,55,Paneer Burger,Veg,3.5,12
None,Perium Burger,85,Perium Burger,Veg,3.5,12
None,Veg Burger,45,Veg Burger,Veg,3.5,12
None,Cheese Garlic Bread,85,Cheese Garlic Bread,Veg,3.5,12
None,French Fries,65,French Fries,Veg,3.5,12
None,French Fries With Cheese Dip,85,French Fries With Cheese Dip,Veg,3.5,12
None,Plain Garlic Bread,70,Plain Garlic Bread,Veg,3.5,12
None,Garlic Bread Plain With Cheese Dip,85,Garlic Bread Plain With Cheese Dip,Veg,3.5,12
None,Stuffed Garlic Bread,100,Stuffed Garlic Bread,Veg,3.5,12
None,Veg Calzone Pocket,120,Veg Calzone Pocket,Veg,3.5,12
None,Veg Mexican Taco,125,Veg Mexican Taco,Veg,3.5,12
None,Zesty Paneer Pocket,99,Zesty Paneer Pocket,Veg,3.5,12
None,Veg Penne Pasta,110,Veg Penne Pasta,Veg,3.5,12
None,Coke 250 Ml,25,Coke 250 Ml,Veg,3.5,12
None,Coke [750 Ml],45,Coke [750 Ml],Veg,3.5,12
None,Chocolate Cake 1 Plate,80,Chocolate Cake 1 Plate,Veg,3.5,12
Chiness Special,Chilli Potato,50,Chilli Potato,Veg,3.5,12
Chiness Special,Chilly Paneer Dry,70,Chilly Paneer Dry,Veg,3.5,12
Chiness Special,Chilly Paneer Gravy,80,Chilly Paneer Gravy,Veg,3.5,12
Chiness Special,Chilly Potato Gravy,60,Chilly Potato Gravy,Veg,3.5,12
Chiness Special,Fry Rice,50,Fry Rice,Veg,3.5,12
Chiness Special,Fry Rice With Paneer,80,Fry Rice With Paneer,Veg,3.5,12
Chiness Special,Machuriyan,100,Machuriyan,Veg,3.5,12
Deshi Gee Special Parathe,Aloo Paratha,70,Aloo Paratha,Veg,3.5,12
Deshi Gee Special Parathe,Paneer Paratha,80,Paneer Paratha,Veg,3.5,12
Noodels Special,Chowmein With Grill Mushroom,90,Chowmein With Grill Mushroom,Veg,3.5,12
Noodels Special,Chowmeine,60,Chowmeine,Veg,3.5,12
Noodels Special,Paneer Chowmein,90,Paneer Chowmein,Veg,3.5,12
Noodels Special,Schezwan Chowmine,90,Schezwan Chowmine,Veg,3.5,12
Roll Special,Double Egg Roll,50,Double Egg Roll,Non-veg,3.5,12
Roll Special,Egg Roll,40,Egg Roll,Non-veg,3.5,12
Roll Special,Paneer Roll,60,Paneer Roll,Veg,3.5,12
Roll Special,Spring Roll,60,Spring Roll,Veg,3.5,12
Roll Special,Veg Roll,40,Veg Roll,Veg,3.5,12
South Indian,Masala Dosa,70,Masala Dosa,Veg,3.5,12
South Indian,Onion Dosa,80,Onion Dosa,Veg,3.5,12
South Indian,Paneer Dosa,85,Paneer Dosa,Veg,3.5,12
South Indian,Pepar Dosa,50,Pepar Dosa,Veg,3.5,12
South Indian,Special (Desi Gee) Dosa,120,Special (Desi Gee) Dosa,Veg,3.5,12
Recommended,French Fries,90,French Fries,Veg,3.7,13
Recommended,Vegetable Noodles,145,Vegetable Noodles,Veg,3.7,13
Recommended,Vegetable Fried Rice,170,Vegetable Fried Rice,Veg,3.7,13
Recommended,Vegetable Manchurian (Dry),180,Vegetable Manchurian (Dry),Veg,3.7,13
Recommended,Idli Sambar (3 Pieces),100,Idli Sambar (3 Pieces),Veg,3.7,13
Recommended,Economy Punjabi Delight,180,"Yellow dal, shahi paneer, roti (2Pcs), raita, salad & sweet.",Veg,3.7,13
Recommended,Executive Punjabi Delight,250,"Dal, mix veg, paneer butter masala, roti (2Pcs), rice, salad, papad, aachar & sweet.",Veg,3.7,13
Recommended,Chole Bhatura ,100,Chole Bhatura ,Veg,3.7,13
Recommended,Dal Fry & Rice,160,Dal Fry & Rice,Veg,3.7,13
Recommended,Dal Makhani & Rice,160,Dal Makhani & Rice,Veg,3.7,13
Recommended,Paneer Butter Masala & Rice,160,Paneer Butter Masala & Rice,Veg,3.7,13
Recommended,Pav Bhaji,100,Pav Bhaji,Veg,3.7,13
Recommended,Gulab Jamun (2 Pcs),40,Gulab Jamun (2 Pcs),Veg,3.7,13
Recommended,Milk Rasgulla (2 Pcs),60,Milk Rasgulla (2 Pcs),Veg,3.7,13
Recommended,Butter Scotch Rasgulla (2 Pcs),60,Butter Scotch Rasgulla (2 Pcs),Veg,3.7,13
Combo,Minty Cheese Burger (Pepsi can 250ml),110,Minty Cheese Burger (Pepsi can 250ml),Veg,3.7,13
Combo,Vegetable Burger (Pepsi can 250ml),105,Vegetable Burger (Pepsi can 250ml),Veg,3.7,13
Combo,Paneer Burger (Pepsi can 250ml),115,Paneer Burger (Pepsi can 250ml),Veg,3.7,13
Combo,Minty Cheese Burger + Pepsi 250 ml,110,Minty Cheese Burger + Pepsi 250 ml,Veg,3.7,13
Combo,Vegetable Burger + Pepsi 250 ml,105,Vegetable Burger + Pepsi 250 ml,Veg,3.7,13
Combo,Paneer Burger + Pepsi 250 ml,115,Paneer Burger + Pepsi 250 ml,Veg,3.7,13
Combo,Plain Vegetable Sandwich + Pepsi 250 ml,105,Plain Vegetable Sandwich + Pepsi 250 ml,Veg,3.7,13
Combo,Grilled Cheese Sandwich + Pepsi 250 ml,145,Grilled Cheese Sandwich + Pepsi 250 ml,Veg,3.7,13
Combo,Grilled Chilli Cheese Sandwich + Pepsi 250 ml,140,Grilled Chilli Cheese Sandwich + Pepsi 250 ml,Veg,3.7,13
Combo,Aloo Matar Sandwich + Pepsi 250 ml,135,Aloo Matar Sandwich + Pepsi 250 ml,Veg,3.7,13
Combo,Vegetable Cutlet (Cold Drink),115,Vegetable Cutlet (Cold Drink),Veg,3.7,13
Combo,Cottage Cheese Roll (Cold Drink),135,Cottage Cheese Roll (Cold Drink),Veg,3.7,13
Combo,French Fries (Cold Drink),125,French Fries (Cold Drink),Veg,3.7,13
Combo,Vegetable Cutlet (Hot Coffee),120,Vegetable Cutlet (Hot Coffee),Veg,3.7,13
Combo,Cottage Cheese Roll (Hot Coffee),140,Cottage Cheese Roll (Hot Coffee),Veg,3.7,13
Combo,French Fries (Hot Coffee),130,French Fries (Hot Coffee),Veg,3.7,13
Combo,All American Burger (Pepsi can 250ml),95,All American Burger (Pepsi can 250ml),Veg,3.7,13
Combo,All American Burger + Pepsi 250 ml,99,All American Burger + Pepsi 250 ml,Veg,3.7,13
None,Vegetable Burger ,70,Vegetable Burger ,Veg,3.7,13
None,Minty Cheese Burger ,75,Minty Cheese Burger ,Veg,3.7,13
None,Paneer Burger,80,Paneer Burger,Veg,3.7,13
None,Plain Vegetable Sandwich,70,Plain Vegetable Sandwich,Veg,3.7,13
None,Grilled Chilli Cheese Sandwich,105,Grilled Chilli Cheese Sandwich,Veg,3.7,13
None,Aloo Matar Sandwich,100,Aloo Matar Sandwich,Veg,3.7,13
None,Grilled Cheese Sandwich,99,Grilled Cheese Sandwich,Veg,3.7,13
None,Sev Puri,50,Sev Puri,Veg,3.7,13
None,Papdi Chat,60,Papdi Chat,Veg,3.7,13
None,Raj Kachori,75,Raj Kachori,Veg,3.7,13
None,Dahi Puri,50,Dahi Puri,Veg,3.7,13
None,Bhalla Papdi,70,Bhalla Papdi,Veg,3.7,13
None,Dahi Bhalla,70,Dahi Bhalla,Veg,3.7,13
None,Vegetable Cutlet,80,Vegetable Cutlet,Veg,3.7,13
None,Cottage Cheese Roll,100,Cottage Cheese Roll,Veg,3.7,13
None,French Fries,90,French Fries,Veg,3.7,13
None,Spaghetti Napolitana (White Sauce),220,Spaghetti Napolitana (White Sauce),Veg,3.7,13
None,Penne Arabiata (Red Sauce),220,Penne Arabiata (Red Sauce),Veg,3.7,13
None,Paneer Noodles,160,Paneer Noodles,Veg,3.7,13
None,Vegetable Noodles,145,Vegetable Noodles,Veg,3.7,13
None,American Choupsuey,160,American Choupsuey,Veg,3.7,13
None,Vegetable Fried Rice,170,Vegetable Fried Rice,Veg,3.7,13
None,Vegetable Manchurian (Dry),180,Vegetable Manchurian (Dry),Veg,3.7,13
None,Vegetable Manchurian (Gravy),180,Vegetable Manchurian (Gravy),Veg,3.7,13
None,Sweet & Sour Vegetable,170,Sweet & Sour Vegetable,Veg,3.7,13
None,Fried Paneer Momos ,110,Fried Paneer Momos ,Veg,3.7,13
None,Steamed Paneer Momos ,110,Steamed Paneer Momos ,Veg,3.7,13
None,Fried Vegetable Momos,100,Fried Vegetable Momos,Veg,3.7,13
None,Chilli Paneer (Gravy),200,Chilli Paneer (Gravy),Veg,3.7,13
None,Chilli Paneer (Dry) ,200,Chilli Paneer (Dry) ,Veg,3.7,13
None,Chilli Potato,160,Chilli Potato,Veg,3.7,13
None,Chinese Bhel,170,Chinese Bhel,Veg,3.7,13
None,Vegetable Spring Roll,170,Vegetable Spring Roll,Veg,3.7,13
None,Chilli Baby Corn,170,Chilli Baby Corn,Veg,3.7,13
None,Baby Corn Crispy,170,Baby Corn Crispy,Veg,3.7,13
None,Chilli Manchurian (Dry),170,Chilli Manchurian (Dry),Veg,3.7,13
None,Steamed Vegetable Momos,100,Steamed Vegetable Momos,Veg,3.7,13
None,Paneer Tikka,200,Paneer Tikka,Veg,3.7,13
None,Vegetable Seekh Kebab,160,Vegetable Seekh Kebab,Veg,3.7,13
None,Tandoori Aloo,160,Tandoori Aloo,Veg,3.7,13
None,Mushroom Tikka,190,Mushroom Tikka,Veg,3.7,13
None,Honey Potato,180,Honey Potato,Veg,3.7,13
None,Chilli Paneer (Dry),200,Chilli Paneer (Dry),Veg,3.7,13
None,Hara Bhara Kebab,180,Hara Bhara Kebab,Veg,3.7,13
None,Vada Sambar (3 Pieces),120,Vada Sambar (3 Pieces),Veg,3.7,13
None,Idli Sambar (3 Pieces),100,Idli Sambar (3 Pieces),Veg,3.7,13
None,Plain Dosa,110,Plain Dosa,Veg,3.7,13
None,Masala Dosa,135,Masala Dosa,Veg,3.7,13
None,Masala Cheese Dosa,155,Masala Cheese Dosa,Veg,3.7,13
None,Butter Masala Dosa,140,Butter Masala Dosa,Veg,3.7,13
None,Onion Plain Dosa,115,Onion Plain Dosa,Veg,3.7,13
None,Plain Rava Dosa,120,Plain Rava Dosa,Veg,3.7,13
None,Onion Masala Dosa,125,Onion Masala Dosa,Veg,3.7,13
None,Onion Rava Masala Dosa,135,Onion Rava Masala Dosa,Veg,3.7,13
None,Mysore Masala Dosa,140,Mysore Masala Dosa,Veg,3.7,13
None,Palak Corn Dosa,150,Palak Corn Dosa,Veg,3.7,13
None,Paneer Dosa,160,Paneer Dosa,Veg,3.7,13
None,Mix Veg Uthappam,145,Mix Veg Uthappam,Veg,3.7,13
None,Tomato Uthappam,120,Tomato Uthappam,Veg,3.7,13
None,Onion Uthappam,125,Onion Uthappam,Veg,3.7,13
None,Onion Tomato Uthappam,130,Onion Tomato Uthappam,Veg,3.7,13
None,Kalptaru Special Uthappam,160,Kalptaru Special Uthappam,Veg,3.7,13
Pizzas,Cheese Pizza,150,Pizza sauce with cheese.,Veg,3.7,13
Pizzas,Italian Pizza,160,"Capsicum, onion with cheese.",Veg,3.7,13
Pizzas,Chilli Paneer Pizza,180,"Mixed with paneer, onion, capsicum & cheese.",Veg,3.7,13
Pizzas,American Express Pizza,170,"Cheese, capsicum, onion & mushroom.",Veg,3.7,13
Pizzas,Sweet Corn Pizza,170,"Combination of corn, pineapple & cheese.",Veg,3.7,13
Pizzas,Classic Pizza,170,"Combination of cheese black, green olive, capsicum & onions.",Veg,3.7,13
Pizzas,Kalptaru Special Pizza,195,"Cheese, capsicum, onion corn olives, paneer.",Veg,3.7,13
None,Economy Punjabi Delight,180,"Yellow dal, shahi paneer, roti (2Pcs), raita, salad & sweet.",Veg,3.7,13
None,Executive Punjabi Delight,250,"Dal, mix veg, paneer butter masala, roti (2Pcs), rice, salad, papad, aachar & sweet.",Veg,3.7,13
None,Chinese Platter,200,"Chilli paneer or mushroom, veg rice or noodles & spring roll.",Veg,3.7,13
None,South Indian Platter,200,"One idli, vada, mini uthappam & dosa.",Veg,3.7,13
None,Veg Tandoori Platter,200,"paneer tikka (2Pcs), 2 seekh kebab(2Pcs), 2 stuffed aloo (2Pcs) & hara bhara kebab(2Pcs).",Veg,3.7,13
None,Chana Kulcha,165,Chana Kulcha,Veg,3.7,13
None,Chole Bhatura ,100,Chole Bhatura ,Veg,3.7,13
None,Chana & Rice,160,Chana & Rice,Veg,3.7,13
None,Dal Fry & Rice,160,Dal Fry & Rice,Veg,3.7,13
None,Dal Makhani & Rice,160,Dal Makhani & Rice,Veg,3.7,13
None,Paneer Butter Masala & Rice,160,Paneer Butter Masala & Rice,Veg,3.7,13
None,Pav Bhaji,100,Pav Bhaji,Veg,3.7,13
None,Roti,20,Roti,Veg,3.7,13
None,Butter Roti,30,Butter Roti,Veg,3.7,13
None,Missi Roti,45,Missi Roti,Veg,3.7,13
None,Lachha Paratha,45,Lachha Paratha,Veg,3.7,13
None,Plain Naan,45,Plain Naan,Veg,3.7,13
